id,nombre,categoria,peso_politico,horizonte,resumen,actores_involucrados,responsable,fuente_nombre,fuente_url,fecha,nivel_relevancia,tipo,estado
la-barredora,La Barredora,Seguridad Nacional,8,largo,"Grupo criminal de Tabasco -según reportes de inteligencia militar de la Sedena, consultados por Mexicanos Contra la Corrupción y la Impunidad (MCCI)- presuntamente liderado por Hernán Bermúdez Requena, exsecretario de Seguridad Pública de Tabasco con Adán Augusto López. La red operó robo de combustible en el puerto de Dos Bocas desde al menos 2025. Bermúdez huyó de México en febrero de 2025 con ficha roja de Interpol vigente; la UIF bloqueó sus cuentas y las de empresas de familiares y socios en julio de 2025.",hernan_bermudez;adan_augusto;carlos_merino;andy,adan_augusto,MCCI,https://contralacorrupcion.mx/la-barredora-hizo-negocios-con-el-tren-maya/,13/09/2025,1,completo,activo
el-mencho,"Abatimiento de ""El Mencho""",Seguridad Nacional,8,corto,"El 22 de febrero de 2026, fuerzas de seguridad mexicanas abatieron a Nemesio 'El Mencho' Oseguera Cervantes, líder del Cártel Jalisco Nueva Generación, durante un operativo militar en Tapalpa, Jalisco. El operativo detonó una ola de violencia, bloqueos e incendios en varios estados; su lugarteniente 'El Tuli' encabezó las represalias hasta ser abatido, con un saldo de al menos 25 elementos de la Guardia Nacional muertos y decenas de detenidos.",sheinbaum;garcia_harfuch,garcia_harfuch,Wikipedia (en),https://en.wikipedia.org/wiki/2026_Mexico_cartel_unrest,22/02/2026,1,completo,cerrado
sinaloa-crisis,Crisis de Violencia en Sinaloa (Chapitos vs. Mayos),Seguridad Nacional,9,largo,"Desde el 9 de septiembre de 2024, cuando Los Chapitos entregaron a Ismael 'El Mayo' Zambada a autoridades de EE.UU., Sinaloa vive la guerra interna más sangrienta del cártel en su historia. 2025 cerró con 1,654 homicidios dolosos (el año más violento desde 2011); para julio de 2026 se contabilizaban cerca de 3,000 muertos y más de 3,600 desaparecidos según Infobae, con al menos 80 policías asesinados. El gobierno de Rocha Moya, ya bajo cuestionamiento por la acusación de EE.UU. en su contra, enfrenta una de las mayores crisis de seguridad del sexenio de Sheinbaum.",rocha_moya;sheinbaum;garcia_harfuch,garcia_harfuch,Infobae,https://www.infobae.com/mexico/2026/07/03/chapos-contra-mayos-la-guerra-mas-prolongada-y-sanguinaria-del-cartel-de-sinaloa-desde-su-fundacion/,03/07/2026,1,completo,activo
gusano-barrenador,Gusano Barrenador y Frontera Ganadera,Economía,6,mediano,"Plaga del gusano barrenador del ganado (Cochliomyia hominivorax), reaparecida en México desde noviembre de 2024, llevó a EE.UU. a cerrar su frontera a la exportación de ganado en pie mexicano por más de un año, con pérdidas estimadas en 592-2,800 millones de dólares según distintas fuentes del sector. México respondió con una planta de moscas estériles en Chiapas; la frontera reabrió de forma gradual a partir del 24 de agosto de 2026, empezando por Sonora.",sheinbaum,sheinbaum,El Financiero,https://www.elfinanciero.com.mx/nacional/2026/08/22/ganaderos-mexicanos-se-preparan-para-exportar-a-eu-enfrentaran-filtros-para-evitar-al-gusano-barrenador/,22/08/2026,1,completo,activo
reforma-judicial-jueces,Reforma Judicial — Elección de Jueces,Gobernabilidad,9,largo,"Reforma constitucional impulsada por AMLO y continuada por Sheinbaum que instauró la elección por voto popular de jueces, magistrados y ministros — el primer país del mundo en hacerlo. Aprobada en septiembre de 2024, con la primera elección judicial en junio de 2025 (participación de solo ~13%), y ajustes posteriores en 2026 que posponen la siguiente elección a 2028.",,,,,,1,completo,activo
desaparicion-organismos-autonomos,Desaparición de Organismos Autónomos,Gobernabilidad,8,largo,"Reforma constitucional (iniciativa de AMLO, respaldada por Sheinbaum) que desapareció 7 organismos autónomos — INAI, Cofece, IFT, Coneval, CRE, CNH y Mejoredu — transfiriendo sus funciones a dependencias del gobierno federal. Aprobada en diciembre de 2024; el INAI formalizó su extinción en marzo de 2025. Criticada por la oposición y sociedad civil como un golpe a los contrapesos institucionales.",,,,,,1,completo,activo
extradicion-29-narcotraficantes,Extradición Masiva de 29 Narcotraficantes a EE.UU.,Relación Bilateral,9,corto,"El 27 de febrero de 2025, México extraditó a Estados Unidos a 29 narcotraficantes de alto perfil —incluidos Rafael Caro Quintero y los hermanos Treviño Morales (Z-40 y Z-42)— en la mayor operación de este tipo en la historia reciente del país. La acción se dio días antes del plazo de Trump para imponer aranceles del 25% a México por el tráfico de fentanilo, y fue leída como un gesto de la presidenta Sheinbaum para evitar sanciones económicas.",,,,,,1,completo,activo
aranceles-trump-mexico,Guerra de Aranceles de Trump contra México,Economía,9,largo,"Saga arancelaria iniciada cuando Trump, ya como presidente electo, anunció en noviembre de 2024 aranceles del 25% a México por fentanilo y migración irregular. Se ha extendido por meses con negociaciones directas entre Sheinbaum y Trump: pausas, extensiones de 90 días, y aranceles específicos a acero, aluminio y automóviles que se han mantenido vigentes pese a las conversaciones.",,,,,,1,completo,activo
rancho-izaguirre-teuchitlan,Rancho Izaguirre — Crematorios Clandestinos en Teuchitlán,Seguridad Nacional,9,largo,"El colectivo Guerreros Buscadores de Jalisco descubrió en marzo de 2025 crematorios clandestinos y cientos de pertenencias personales en el Rancho Izaguirre, Teuchitlán — un predio ya intervenido dos veces antes (septiembre 2024 y enero 2025) sin que las autoridades detectaran la magnitud del sitio, vinculado al CJNG. El caso generó indignación nacional e internacional por las omisiones de las autoridades estatales de Jalisco y reabrió el debate sobre la crisis de desapariciones forzadas en el país.",,,,,,1,completo,activo
ovidio-guzman-culpabilidad,Ovidio Guzmán se Declara Culpable en EE.UU.,Relación Bilateral,8,largo,"Ovidio Guzmán López (""El Ratón""), hijo de ""El Chapo"" y líder de ""Los Chapitos"", se declaró culpable el 11 de julio de 2025 ante una corte de Chicago por cargos de narcotráfico, lavado de dinero y armas — el primer hijo de El Chapo en llegar a un acuerdo con la justicia estadounidense, comprometiéndose a cooperar y entregar información, lo que podría incluir a políticos y empresarios mexicanos. Su abogado generó controversia al calificar a Sheinbaum de ""vocera de relaciones públicas"" del narcotráfico.",,,,,,1,completo,activo
plan-mexico-industrial,Plan México — Política Industrial,Economía,7,largo,"Estrategia de reindustrialización presentada por Sheinbaum el 13 de enero de 2025, al cumplir 100 días de gobierno — 13 metas y 18 programas para atraer inversión, sustituir importaciones (particularmente de China) y ubicar a México entre las 10 economías más grandes del mundo para 2030. Incluye los Polos de Desarrollo Económico del Bienestar (PODEBIS) como componente clave.",,,,,,2,completo,activo
reforma-ley-amparo,Reforma a la Ley de Amparo,Gobernabilidad,8,largo,"Reforma impulsada por Sheinbaum a la Ley de Amparo, presentada el 15 de septiembre de 2025, que endurece los requisitos para promover el recurso legal clave en la protección de derechos humanos frente a actos de autoridad. Generó tensión pública cuando Morena agregó en el Senado un artículo transitorio para aplicar la reforma retroactivamente a casos en trámite — medida que la propia Sheinbaum criticó en su mañanera por violar la Constitución, obligando a corregirla durante el proceso legislativo.",,,,,,1,completo,activo
ley-telecomunicaciones-2025,Nueva Ley de Telecomunicaciones y Radiodifusión,Social,7,largo,"Reforma que sustituye la Ley Federal de Telecomunicaciones de 2014, desaparece el IFT y crea la Agencia de Transformación Digital y Telecomunicaciones (ATDT). La oposición la calificó de ""Ley Censura"" y ""Ley Espía"" por un artículo (109, luego eliminado) que permitía bloquear plataformas digitales, y por vincular el registro de líneas celulares a la CURP biométrica. El gobierno defendió que no hay censura y que restituye derechos de audiencias.",,,,,,2,completo,activo
ruptura-diplomatica-ecuador,Ruptura Diplomática con Ecuador,Relación Bilateral,7,largo,"México rompió relaciones diplomáticas con Ecuador el 5 de abril de 2024, bajo AMLO, tras la irrupción de la policía ecuatoriana en la embajada mexicana en Quito para detener al exvicepresidente Jorge Glas, asilado ahí. Sheinbaum heredó la crisis y ha mantenido la postura de no reanudar relaciones mientras Daniel Noboa sea presidente de Ecuador, mientras México sostiene una demanda contra Ecuador ante la Corte Internacional de Justicia.",,,,,,2,completo,activo
mayo-zambada-sentencia,"Declaración de Culpabilidad y Sentencia de ""El Mayo"" Zambada",Seguridad Nacional,9,largo,"Ismael ""El Mayo"" Zambada, cofundador y líder histórico del Cártel de Sinaloa, capturado en julio de 2024, se declaró culpable el 25 de agosto de 2025 ante corte federal de Nueva York por narcotráfico, lavado de dinero y liderar una empresa criminal continua desde 1989. Fue sentenciado a cadena perpetua el 20 de julio de 2026 por el juez Brian Cogan.",mayo_zambada,mayo_zambada,Univision / Telemundo,https://www.univision.com/local/nueva-york-wxtv/sentencian-isamel-el-mayo-zambada-nueva-york,20/07/2026,1,completo,concluido
eleccion-judicial-2025,Primera Elección Judicial Popular de México,Gobernabilidad,9,largo,"El 1 de junio de 2025 México celebró su primera elección de jueces, magistrados y ministros de la Suprema Corte por voto directo, resultado de la reforma judicial de 2024. La participación fue de apenas 12.6-13.3% del padrón (INE), con más votos nulos que votos para los candidatos más votados. Sheinbaum calificó el proceso de ""éxito histórico""; especialistas advirtieron riesgos para la independencia judicial. Hugo Aguilar Ortiz resultó el más votado para la Suprema Corte, perfilándose como su primer presidente bajo el nuevo esquema.",,,CNN en Español / Infobae / France 24,https://cnnespanol.cnn.com/mexico/live-news/elecciones-judiciales-mexico-2025-resultados-orix,01/06/2025,1,completo,concluido
segundo-informe-gobierno-2026,Segundo Informe de Gobierno de Claudia Sheinbaum,Gobernabilidad,8,corto,"El 1 de septiembre de 2026, Sheinbaum presentó su Segundo Informe de Gobierno desde el Patio de Honor de Palacio Nacional, cumpliendo el mandato del Artículo 69 constitucional. Canceló su mañanera ese día. Destacó récord de inversión extranjera directa (34,968 mdd), caída de 51% en homicidios dolosos diarios (42.5/día), incremento del salario mínimo (154% desde 2019) y estabilidad económica pese a los aranceles de Trump y la guerra Irán-EE.UU. Aprobación ciudadana de 68% según encuesta de El Financiero (agosto 2026), aunque con fuerte caída en percepción de seguridad (76% de opiniones negativas). Inicia gira por los 32 estados desde el 3 de septiembre, con cierre en el Zócalo capitalino a finales de mes.",,sheinbaum,El Financiero,https://www.elfinanciero.com.mx/nacional/2026/09/01/mantiene-sheinbaum-aprobacion-de-68-en-agosto-encuesta-ef/,01/09/2026,1,completo,activo
investigacion-grecia-quiroz,Investigación sobre posible vínculo de Grecia Quiroz con el crimen de Carlos Manzo,Seguridad Nacional,8,mediano,"Desde el 26 de agosto de 2026, la Fiscalía de Michoacán abrió una nueva línea de investigación sobre un presunto vínculo entre Grecia Quiroz (alcaldesa de Uruapan, viuda de Carlos Manzo) y Samuel García Rivero, exfuncionario municipal señalado de compartir información sobre los movimientos de Manzo con el CJNG antes del atentado. Una exsecretaria de Manzo declaró que García Rivero llegó al ayuntamiento por recomendación de Quiroz. El hermano de Manzo, Juan Manzo (subsecretario de Gobierno de Michoacán), acusó públicamente a Quiroz de obstaculizar la investigación al no entregar oportunamente los celulares de Carlos Manzo. Quiroz rechaza cualquier relación ilícita, califica los señalamientos de persecución política y pidió a la FGR atraer el caso.",,,La Silla Rota / Infobae / El Siglo de Torreón,https://www.infobae.com/mexico/2026/08/28/la-fiscalia-de-michoacan-pidio-otra-vez-a-grecia-quiroz-los-celulares-de-carlos-manzo-tras-acusaciones-en-su-contra/,29/08/2026,3,completo,activo
auto-3dc8440e55,"""Marie"" alcanzaría categoría 2 como huracán; descubre si impactará en México",Gobernabilidad,5,corto,"""Marie"" alcanzaría categoría 2 como huracán; descubre si impactará en México",,,,,,3,completo,activo
auto-4cbf8f2e71,Conferencia de prensa matutina de la presidenta Claudia Sheinbaum | Minuto a min,Gobernabilidad,5,corto,Conferencia de prensa matutina de la presidenta Claudia Sheinbaum | Minuto a minuto - Grupo Animal,,,,,,3,completo,activo
auto-58c4fa9e35,"¿Terry Cole “promueve” a Harfuch? EU siempre ha buscado dividirnos, dice Sheinba",Social,5,corto,"¿Terry Cole “promueve” a Harfuch? EU siempre ha buscado dividirnos, dice Sheinbaum - SinEmbargo",,,,,,3,informativo,activo
auto-ca69e07782,"Claudia Sheinbaum reconoce ""compleja relación"" con Estaos Unidos tras imposición",Relación Bilateral,5,corto,"Claudia Sheinbaum reconoce ""compleja relación"" con Estaos Unidos tras imposición de aranceles - El Heraldo de México",,,,,,3,completo,activo
auto-05fd716ae4,Sheinbaum ataja las críticas a su gestión: “Esta idea de que López Obrador está ,Gobernabilidad,5,corto,Sheinbaum ataja las críticas a su gestión: “Esta idea de que López Obrador está detrás es muy machista” - elpais.com,,,,,,3,completo,activo
auto-a4e0825e5a,Sheinbaum tiene lista la maleta: Estos son los primeros estados que visitará por,Gobernabilidad,5,corto,Sheinbaum tiene lista la maleta: Estos son los primeros estados que visitará por su Segundo Informe - El Financiero,,,,,,3,completo,activo
auto-e4438ff516,"“Es un honor estar con Claudia hoy”: entre abrazos y acusaciones, el Congreso re",Gobernabilidad,5,corto,"“Es un honor estar con Claudia hoy”: entre abrazos y acusaciones, el Congreso recibe el Segundo Informe de Sheinbaum - Grupo Animal",,,,,,3,informativo,activo
auto-1707cdcc27,Sheinbaum adelanta reformas para pymes y economía digital en el Paquete Económic,Gobernabilidad,5,corto,Sheinbaum adelanta reformas para pymes y economía digital en el Paquete Económico 2027 - Yahoo,,,,,,3,completo,activo
auto-550e05291d,Sheinbaum minimiza meta de Alito Moreno de regresar al poder en 2030 - El Univer,Gobernabilidad,5,corto,Sheinbaum minimiza meta de Alito Moreno de regresar al poder en 2030 - El Universal,,,,,,3,informativo,activo
auto-dfc70a7131,Sheinbaum destaca proyectos estratégicos para Veracruz - Yahoo,Gobernabilidad,5,corto,Sheinbaum destaca proyectos estratégicos para Veracruz - Yahoo,,,,,,3,completo,activo
auto-cf305ce8bf,"Sheinbaum acusa intentos de división desde EU y afirma que ""se topan con pared"" ",Gobernabilidad,5,corto,"Sheinbaum acusa intentos de división desde EU y afirma que ""se topan con pared"" - El Economista",,,,,,3,informativo,activo
auto-c2d73704d8,Sheinbaum y la reducción de la violencia: ¿de qué país habla porque en México no,Seguridad Nacional,5,corto,Sheinbaum y la reducción de la violencia: ¿de qué país habla porque en México no sucede? - Revista Espejo,,,,,,3,completo,activo
auto-3912652253,Gobierno de Sheinbaum aumenta 31% el padrón de programas sociales rumbo a las el,Gobernabilidad,5,corto,Gobierno de Sheinbaum aumenta 31% el padrón de programas sociales rumbo a las elecciones de 2027 - LatinUS,,,,,,3,completo,activo
auto-c28af28b42,"AMLO ha sido respetuoso, no ha habido una sola llamada: Sheinbaum - El Heraldo d",Gobernabilidad,5,corto,"AMLO ha sido respetuoso, no ha habido una sola llamada: Sheinbaum - El Heraldo de México",,,,,,3,informativo,activo
auto-10f212e5e5,🗳️📌 SHEINBAUM ANTICIPA MOVILIZACIONES SI HAY INJERENCIA DE ESTADOS UNIDOS Claudi,Relación Bilateral,5,corto,🗳️📌 SHEINBAUM ANTICIPA MOVILIZACIONES SI HAY INJERENCIA DE ESTADOS UNIDOS Claudia Sheinbaum adelantó que su gobierno podría recurrir a movilizaciones si considera que existe intervención extranjera en asuntos de México. “Si es necesa - x.com,,,,,,3,completo,activo
auto-63fab9e72a,"No hay ruptura con AMLO, y él tampoco me llama; eso es misoginia, dice la Presid",Social,5,corto,"No hay ruptura con AMLO, y él tampoco me llama; eso es misoginia, dice la Presidenta - SinEmbargo",,,,,,3,informativo,activo
auto-b222e927b0,Sheinbaum presume avances en salud y educación pero especialistas advierten reza,Gobernabilidad,5,corto,Sheinbaum presume avances en salud y educación pero especialistas advierten rezagos - Buzos de la noticia,,,,,,3,completo,activo
auto-7539214bf2,Sheinbaum acusa a EE.UU. de usar tácticas de 'injerencia' para dividir a su Gobi,Gobernabilidad,5,corto,Sheinbaum acusa a EE.UU. de usar tácticas de 'injerencia' para dividir a su Gobierno - Aristegui Noticias,,,,,,3,informativo,activo
auto-d6d92f644c,Nepal pide a turistas no cancelar viajes para apoyar a damnificados: ‘Destinos t,Gobernabilidad,5,corto,Nepal pide a turistas no cancelar viajes para apoyar a damnificados: ‘Destinos turísticos son seguros’,,,,,,3,informativo,activo
auto-228e1e9f00,Chevron ayudará a Trump a ‘explotar’ el petróleo de Venezuela: Invertirá 7 mmd p,Relación Bilateral,5,corto,Chevron ayudará a Trump a ‘explotar’ el petróleo de Venezuela: Invertirá 7 mmd para duplicar producción,,,,,,3,informativo,activo
auto-2383a2e7c0,"Claudia Sheinbaum marca diferencia con AMLO: él en la reflexión, “la acción nos ",Gobernabilidad,5,corto,"Claudia Sheinbaum marca diferencia con AMLO: él en la reflexión, “la acción nos toca a otros” - Infobae",,,,,,3,completo,activo
auto-f14c3b7c7a,"DEA busca dividir al gobierno mexicano, acusa Sheinbaum tras declaraciones sobre",Gobernabilidad,5,corto,"DEA busca dividir al gobierno mexicano, acusa Sheinbaum tras declaraciones sobre García Harfuch - El Imparcial",,,,,,3,completo,activo
auto-8c5c29d450,La responsabilidad de Sheinbaum Pardo para evitar que se hunda Morena - Línea Po,Gobernabilidad,5,corto,La responsabilidad de Sheinbaum Pardo para evitar que se hunda Morena - Línea Política,,,,,,1,completo,activo
auto-89457be41c,Wall Street abre con ganancias por ajustes en precios de acciones: ¿Cómo opera H,Gobernabilidad,5,corto,Wall Street abre con ganancias por ajustes en precios de acciones: ¿Cómo opera HOY?,,,,,,3,informativo,activo
auto-d97d4305b4,"Sheinbaum: López Obrador ""ha sido sumamente respetuoso con nuestro gobierno"" - L",Gobernabilidad,5,corto,"Sheinbaum: López Obrador ""ha sido sumamente respetuoso con nuestro gobierno"" - López-Dóriga Digital",,,,,,3,completo,activo
auto-f27936fb50,"Elogios a García Harfuch, táctica de injerencia de EU: Sheinbaum - La Silla Rota",Gobernabilidad,5,corto,"Elogios a García Harfuch, táctica de injerencia de EU: Sheinbaum - La Silla Rota",,,,,,3,completo,activo
auto-91f4bc0944,Sheinbaum rechaza una detención de Rocha sin sustento para México - Rotativo,Gobernabilidad,5,corto,Sheinbaum rechaza una detención de Rocha sin sustento para México - Rotativo,,,,,,1,completo,activo
auto-1fe21ac30f,Joaquín Díaz Mena anuncia la apertura de nuevas universidades “Benito Juárez” en,Gobernabilidad,5,corto,Joaquín Díaz Mena anuncia la apertura de nuevas universidades “Benito Juárez” en Yucatán,,,,,,3,informativo,activo
auto-2620f7266e,"Los lujos de la titular de Turismo y su prometido: relojes Rolex, Cartier y un a",Gobernabilidad,5,corto,"Los lujos de la titular de Turismo y su prometido: relojes Rolex, Cartier y un anillo de diamantes",,,,,,3,informativo,activo
auto-56938d65bf,Estados Unidos pone a la venta una moneda con el rostro del presidente Donald Tr,Relación Bilateral,5,corto,Estados Unidos pone a la venta una moneda con el rostro del presidente Donald Trump,,,,,,3,informativo,activo
auto-3faa7d0d06,Ojo de Tinta: “Acción Mariaelenacional”,Gobernabilidad,5,corto,Ojo de Tinta: “Acción Mariaelenacional”,,,,,,3,completo,activo
auto-7b1ae4da73,"Uber sacude su estructura y elimina 3,300 empleos a nivel mundial",Gobernabilidad,5,corto,"Uber sacude su estructura y elimina 3,300 empleos a nivel mundial",,,,,,3,informativo,activo
auto-01cd360743,Choque de taxi y autobús en la carretera Amozoc-Nautla deja tres personas lesion,Seguridad Nacional,5,corto,Choque de taxi y autobús en la carretera Amozoc-Nautla deja tres personas lesionadas,,,,,,3,completo,activo
auto-422c0710a5,Unidad 4T: del dicho al hecho,Economía,5,corto,Unidad 4T: del dicho al hecho,,,,,,3,informativo,activo
auto-b55424439d,Talento en el karate,Gobernabilidad,5,corto,Talento en el karate,,,,,,3,informativo,activo
auto-e3d9250680,Fiestas patrias ya tiene a su representante en Nacajuca,Gobernabilidad,5,corto,Fiestas patrias ya tiene a su representante en Nacajuca,,,,,,3,informativo,activo
auto-46d69367c3,#UnoHastaElFondo | “El segundo Informe de gobierno de la presidenta Sheinbaum en,Gobernabilidad,5,corto,"#UnoHastaElFondo | “El segundo Informe de gobierno de la presidenta Sheinbaum entró de inmediato por el túnel de la realidad alterna y salió a la luz de un paraíso de problemas resueltos. Los escandalosos casos de corrupción no existen, lo que hemos vi - facebook.com",,,,,,3,completo,activo
auto-4f6a578e43,Sheinbaum rechaza pugna con López Obrador y acusa una visión machista contra su ,Gobernabilidad,5,corto,Sheinbaum rechaza pugna con López Obrador y acusa una visión machista contra su gobierno - alcanzandoelconocimiento.com,,,,,,3,completo,activo
